Connected to IBKR PAPER port 7497
Accounts: ['DU6178014']
Date: 2026-02-20

=== ALL FILLS (with P&L) ===
Total fills returned: 336
Total fills ever:  336
Today's fills:     336

      date     time symbol side  shares  fill_px  commission  realized_pnl
  14:31:40  BOT     135 TSLA      @ $407.8000  comm=$0.68  pnl=$-135.20
  14:41:11  SLD     200 TSLA      @ $409.1400  comm=$1.04  pnl=$+0.00
  14:41:12  SLD      40 TSLA      @ $409.1400  comm=$0.21  pnl=$+0.00
  14:41:12  SLD      80 TSLA      @ $409.1300  comm=$0.42  pnl=$+0.00
  14:41:12  SLD      80 TSLA      @ $409.1300  comm=$0.42  pnl=$+0.00
  14:41:12  SLD      40 TSLA      @ $409.1300  comm=$0.21  pnl=$+0.00
  14:41:12  SLD      47 TSLA      @ $409.1300  comm=$0.24  pnl=$+0.00
  14:41:12  SLD      80 TSLA      @ $409.1300  comm=$0.42  pnl=$+0.00
  14:41:12  SLD     160 TSLA      @ $409.1300  comm=$0.83  pnl=$+0.00
  14:41:12  SLD      40 TSLA      @ $409.1300  comm=$0.21  pnl=$+0.00
  14:41:12  SLD      80 TSLA      @ $409.1300  comm=$0.42  pnl=$+0.00
  14:41:12  SLD      40 TSLA      @ $409.1400  comm=$0.21  pnl=$+0.00
  14:41:12  SLD     160 TSLA      @ $409.1400  comm=$0.83  pnl=$+0.00
  14:41:12  SLD      94 TSLA      @ $409.1400  comm=$0.49  pnl=$+0.00
  14:41:12  SLD      80 TSLA      @ $409.1400  comm=$0.42  pnl=$+0.00
  14:41:12  BOT     760 TSLA      @ $409.1900  comm=$3.80  pnl=$-49.53
  14:41:12  BOT      40 TSLA      @ $409.1900  comm=$0.20  pnl=$-2.61
  14:41:12  BOT     100 TSLA      @ $409.1900  comm=$0.50  pnl=$-6.52
  14:41:12  BOT      40 TSLA      @ $409.2900  comm=$0.20  pnl=$-6.61
  14:41:13  BOT      40 TSLA      @ $409.2900  comm=$0.20  pnl=$-6.61
  14:41:13  BOT      40 TSLA      @ $409.2900  comm=$0.20  pnl=$-6.61
  14:41:13  BOT     120 TSLA      @ $409.2900  comm=$0.60  pnl=$-19.82
  14:41:13  BOT      40 TSLA      @ $409.2900  comm=$0.20  pnl=$-6.61
  14:41:13  BOT      40 TSLA      @ $409.2900  comm=$0.20  pnl=$-6.61
  14:41:13  BOT       1 TSLA      @ $409.2900  comm=$0.01  pnl=$-0.17
  14:45:06  SLD     500 TSLA      @ $410.0500  comm=$2.60  pnl=$+0.00
  14:45:06  SLD      80 TSLA      @ $410.0500  comm=$0.42  pnl=$+0.00
  14:45:07  SLD      40 TSLA      @ $410.0100  comm=$0.21  pnl=$+0.00
  14:45:07  SLD      40 TSLA      @ $410.0100  comm=$0.21  pnl=$+0.00
  14:45:07  SLD      40 TSLA      @ $410.0100  comm=$0.21  pnl=$+0.00
  14:45:07  SLD     240 TSLA      @ $410.0100  comm=$1.25  pnl=$+0.00
  14:45:07  SLD      40 TSLA      @ $410.0500  comm=$0.21  pnl=$+0.00
  14:45:08  SLD     100 TSLA      @ $410.0500  comm=$0.52  pnl=$+0.00
  14:45:08  SLD      80 TSLA      @ $409.9800  comm=$0.42  pnl=$+0.00
  14:45:08  SLD      59 TSLA      @ $409.9800  comm=$0.31  pnl=$+0.00
  14:45:13  BOT      40 TSLA      @ $409.8300  comm=$1.00  pnl=$+6.80
  14:45:13  BOT      40 TSLA      @ $409.8300  comm=$0.00  pnl=$+7.80
  14:45:13  BOT     160 TSLA      @ $409.8300  comm=$0.20  pnl=$+31.00
  14:45:13  BOT     280 TSLA      @ $409.8300  comm=$1.40  pnl=$+53.20
  14:45:13  BOT      80 TSLA      @ $409.8300  comm=$0.40  pnl=$+15.20
  14:45:13  BOT      80 TSLA      @ $409.8300  comm=$0.40  pnl=$+15.20
  14:45:13  BOT     120 TSLA      @ $409.8300  comm=$0.60  pnl=$+22.80
  14:45:13  BOT      40 TSLA      @ $409.8300  comm=$0.20  pnl=$+7.60
  14:45:13  BOT     120 TSLA      @ $409.8300  comm=$0.60  pnl=$+22.80
  14:45:13  BOT     259 TSLA      @ $409.7700  comm=$1.29  pnl=$+64.75
  14:50:06  BOT      80 TSLA      @ $409.0800  comm=$1.00  pnl=$+0.00
  14:50:07  BOT     200 TSLA      @ $409.0800  comm=$0.40  pnl=$+0.00
  14:50:07  BOT      40 TSLA      @ $409.1400  comm=$0.20  pnl=$+0.00
  14:50:07  BOT      80 TSLA      @ $409.1400  comm=$0.40  pnl=$+0.00
  14:50:07  BOT      40 TSLA      @ $409.1400  comm=$0.20  pnl=$+0.00
  14:50:07  BOT     120 TSLA      @ $409.1400  comm=$0.60  pnl=$+0.00
  14:50:07  BOT     120 TSLA      @ $409.1400  comm=$0.60  pnl=$+0.00
  14:50:07  BOT     200 TSLA      @ $409.1400  comm=$1.00  pnl=$+0.00
  14:50:07  BOT      40 TSLA      @ $409.1100  comm=$0.20  pnl=$+0.00
  14:50:07  BOT     120 TSLA      @ $409.1100  comm=$0.60  pnl=$+0.00
  14:50:07  BOT      40 TSLA      @ $409.1100  comm=$0.20  pnl=$+0.00
  14:50:07  BOT      80 TSLA      @ $409.1100  comm=$0.40  pnl=$+0.00
  14:50:07  BOT      62 TSLA      @ $409.1000  comm=$0.31  pnl=$+0.00
  14:50:31  SLD     102 TSLA      @ $408.3000  comm=$1.02  pnl=$-84.90
  14:50:31  SLD     700 TSLA      @ $408.3000  comm=$3.15  pnl=$-578.79
  14:50:31  SLD      18 TSLA      @ $408.3000  comm=$0.09  pnl=$-14.90
  14:50:32  SLD      80 TSLA      @ $408.2900  comm=$0.42  pnl=$-67.00
  14:50:32  SLD      40 TSLA      @ $408.2900  comm=$0.21  pnl=$-33.50
  14:50:32  SLD      40 TSLA      @ $408.2900  comm=$0.21  pnl=$-33.50
  14:50:32  SLD      40 TSLA      @ $408.2900  comm=$0.21  pnl=$-33.50
  14:50:32  SLD      40 TSLA      @ $408.2900  comm=$0.21  pnl=$-33.50
  14:50:32  SLD      40 TSLA      @ $408.2900  comm=$0.21  pnl=$-33.50
  14:50:32  SLD      40 TSLA      @ $408.2900  comm=$0.21  pnl=$-33.50
  14:50:32  SLD      40 TSLA      @ $408.2900  comm=$0.21  pnl=$-33.50
  14:50:32  SLD      42 TSLA      @ $408.2700  comm=$0.22  pnl=$-36.02
  14:55:06  BOT      80 TSLA      @ $408.2400  comm=$1.00  pnl=$+0.00
  14:55:06  BOT     880 TSLA      @ $408.2400  comm=$3.80  pnl=$+0.00
  14:55:06  BOT      39 TSLA      @ $408.2400  comm=$0.20  pnl=$+0.00
  14:55:06  BOT      40 TSLA      @ $408.2400  comm=$0.20  pnl=$+0.00
  14:55:07  BOT      80 TSLA      @ $408.1800  comm=$0.40  pnl=$+0.00
  14:55:07  BOT      80 TSLA      @ $408.2200  comm=$0.40  pnl=$+0.00
  14:55:08  BOT      26 TSLA      @ $408.3600  comm=$0.13  pnl=$+0.00
  15:01:11  SLD      40 TSLA      @ $409.3600  comm=$1.01  pnl=$+43.70
  15:01:11  SLD      40 TSLA      @ $409.3600  comm=$0.01  pnl=$+44.70
  15:01:11  SLD      25 TSLA      @ $409.3600  comm=$0.00  pnl=$+27.94
  15:01:21  SLD      80 TSLA      @ $409.3600  comm=$0.02  pnl=$+89.40
  15:01:21  SLD      80 TSLA      @ $409.3600  comm=$0.34  pnl=$+89.07
  15:01:21  SLD     320 TSLA      @ $409.3600  comm=$1.66  pnl=$+355.99
  15:01:21  SLD      80 TSLA      @ $409.3600  comm=$0.42  pnl=$+89.00
  15:01:31  SLD      80 TSLA      @ $409.3600  comm=$0.42  pnl=$+89.00
  15:01:31  SLD     240 TSLA      @ $409.3600  comm=$1.25  pnl=$+267.00
  15:01:31  SLD      40 TSLA      @ $409.3600  comm=$0.21  pnl=$+44.50
  15:01:31  SLD      80 TSLA      @ $409.3600  comm=$0.42  pnl=$+89.00
  15:01:31  SLD     120 TSLA      @ $409.3600  comm=$0.62  pnl=$+133.50
  15:05:07  SLD     200 TSLA      @ $410.4200  comm=$1.04  pnl=$+0.00
  15:05:08  SLD      80 TSLA      @ $410.3100  comm=$0.42  pnl=$+0.00
  15:05:08  SLD      40 TSLA      @ $410.1400  comm=$0.21  pnl=$+0.00
  15:05:08  SLD      40 TSLA      @ $410.2200  comm=$0.21  pnl=$+0.00
  15:05:08  SLD      40 TSLA      @ $410.2200  comm=$0.21  pnl=$+0.00
  15:05:09  SLD     200 TSLA      @ $410.3300  comm=$1.04  pnl=$+0.00
  15:05:09  SLD      80 TSLA      @ $410.3400  comm=$0.42  pnl=$+0.00
  15:05:09  SLD     160 TSLA      @ $410.3400  comm=$0.83  pnl=$+0.00
  15:05:09  SLD      40 TSLA      @ $410.3400  comm=$0.21  pnl=$+0.00
  15:05:09  SLD      40 TSLA      @ $410.3400  comm=$0.21  pnl=$+0.00
  15:05:15  SLD     297 TSLA      @ $410.0500  comm=$1.54  pnl=$+0.00
  15:05:20  BOT      80 TSLA      @ $409.3900  comm=$1.00  pnl=$+68.53
  15:05:20  BOT      80 TSLA      @ $409.3900  comm=$0.00  pnl=$+69.53
  15:05:20  BOT      40 TSLA      @ $409.3900  comm=$0.00  pnl=$+34.76
  15:05:30  BOT      80 TSLA      @ $409.3900  comm=$0.40  pnl=$+69.13
  15:05:30  BOT      40 TSLA      @ $409.3900  comm=$0.20  pnl=$+34.56
  15:05:30  BOT      40 TSLA      @ $409.3900  comm=$0.20  pnl=$+34.56
  15:05:30  BOT      40 TSLA      @ $409.3900  comm=$0.20  pnl=$+34.56
  15:05:30  BOT      80 TSLA      @ $409.3900  comm=$0.40  pnl=$+69.13
  15:05:30  BOT      80 TSLA      @ $409.3900  comm=$0.40  pnl=$+69.13
  15:05:30  BOT      40 TSLA      @ $409.3900  comm=$0.20  pnl=$+34.56
  15:05:30  BOT      40 TSLA      @ $409.3900  comm=$0.20  pnl=$+34.56
  15:05:30  BOT     240 TSLA      @ $409.3900  comm=$1.20  pnl=$+207.38
  15:05:30  BOT     160 TSLA      @ $409.3900  comm=$0.80  pnl=$+138.26
  15:05:40  BOT      80 TSLA      @ $409.3900  comm=$0.40  pnl=$+69.13
  15:05:40  BOT      40 TSLA      @ $409.3900  comm=$0.20  pnl=$+34.56
  15:05:40  BOT      40 TSLA      @ $409.3900  comm=$0.20  pnl=$+34.56
  15:05:40  BOT      17 TSLA      @ $409.3900  comm=$0.09  pnl=$+14.69
  15:10:09  SLD     200 TSLA      @ $409.4800  comm=$1.04  pnl=$+0.00
  15:10:09  SLD      80 TSLA      @ $409.4500  comm=$0.42  pnl=$+0.00
  15:10:09  SLD      40 TSLA      @ $409.4500  comm=$0.21  pnl=$+0.00
  15:10:09  SLD      80 TSLA      @ $409.4500  comm=$0.42  pnl=$+0.00
  15:10:09  SLD      18 TSLA      @ $409.4500  comm=$0.09  pnl=$+0.00
  15:10:10  SLD      80 TSLA      @ $409.5500  comm=$0.42  pnl=$+0.00
  15:10:10  SLD      40 TSLA      @ $409.5400  comm=$0.21  pnl=$+0.00
  15:10:11  SLD     100 TSLA      @ $409.5500  comm=$0.52  pnl=$+0.00
  15:10:11  SLD     440 TSLA      @ $409.6000  comm=$2.29  pnl=$+0.00
  15:10:12  SLD      40 TSLA      @ $409.6200  comm=$0.21  pnl=$+0.00
  15:10:12  SLD      80 TSLA      @ $409.6200  comm=$0.42  pnl=$+0.00
  15:10:12  SLD      22 TSLA      @ $409.6200  comm=$0.11  pnl=$+0.00
  15:11:00  BOT      40 TSLA      @ $410.7500  comm=$1.00  pnl=$-49.35
  15:11:00  BOT      40 TSLA      @ $410.7700  comm=$0.00  pnl=$-49.15
  15:11:00  BOT      40 TSLA      @ $410.8700  comm=$0.00  pnl=$-53.15
  15:11:00  BOT     100 TSLA      @ $410.7700  comm=$0.10  pnl=$-122.97
  15:11:00  BOT      80 TSLA      @ $410.7400  comm=$0.40  pnl=$-96.29
  15:11:01  BOT     200 TSLA      @ $410.8500  comm=$1.00  pnl=$-262.74
  15:11:01  BOT      80 TSLA      @ $410.8400  comm=$0.40  pnl=$-104.29
  15:11:01  BOT     160 TSLA      @ $410.8400  comm=$0.80  pnl=$-208.59
  15:11:01  BOT      40 TSLA      @ $410.8400  comm=$0.20  pnl=$-52.15
  15:11:01  BOT     160 TSLA      @ $410.8400  comm=$0.80  pnl=$-208.59
  15:11:01  BOT      80 TSLA      @ $410.8400  comm=$0.40  pnl=$-104.29
  15:11:01  BOT     200 TSLA      @ $410.8000  comm=$1.00  pnl=$-252.74
  15:15:09  BOT     200 TSLA      @ $408.7200  comm=$1.00  pnl=$+0.00
  15:15:15  BOT      40 TSLA      @ $408.9900  comm=$0.20  pnl=$+0.00
  15:15:15  BOT     160 TSLA      @ $409.0000  comm=$0.80  pnl=$+0.00
  15:15:16  BOT     400 TSLA      @ $408.8700  comm=$2.00  pnl=$+0.00
  15:15:16  BOT      40 TSLA      @ $408.8700  comm=$0.20  pnl=$+0.00
  15:15:16  BOT      40 TSLA      @ $408.8700  comm=$0.20  pnl=$+0.00
  15:15:16  BOT      40 TSLA      @ $408.8700  comm=$0.20  pnl=$+0.00
  15:15:16  BOT      80 TSLA      @ $408.8700  comm=$0.40  pnl=$+0.00
  15:15:17  BOT      40 TSLA      @ $408.8700  comm=$0.20  pnl=$+0.00
  15:15:17  BOT      60 TSLA      @ $408.8700  comm=$0.30  pnl=$+0.00
  15:15:17  BOT      80 TSLA      @ $408.8700  comm=$0.40  pnl=$+0.00
  15:15:17  BOT      40 TSLA      @ $408.8700  comm=$0.20  pnl=$+0.00
  15:15:17  BOT       4 TSLA      @ $408.7200  comm=$0.02  pnl=$+0.00
  15:16:34  SLD     120 TSLA      @ $407.4200  comm=$1.02  pnl=$-175.13
  15:16:34  SLD     400 TSLA      @ $407.4200  comm=$1.68  pnl=$-582.04
  15:16:34  SLD      80 TSLA      @ $407.3700  comm=$0.42  pnl=$-120.49
  15:16:34  SLD      40 TSLA      @ $407.4200  comm=$0.21  pnl=$-58.24
  15:16:34  SLD     100 TSLA      @ $407.4200  comm=$0.52  pnl=$-145.61
  15:16:35  SLD      40 TSLA      @ $407.3300  comm=$0.21  pnl=$-61.84
  15:16:35  SLD      80 TSLA      @ $407.3100  comm=$0.42  pnl=$-125.29
  15:16:35  SLD     120 TSLA      @ $407.3100  comm=$0.62  pnl=$-187.93
  15:16:35  SLD     200 TSLA      @ $407.3000  comm=$1.04  pnl=$-315.22
  15:16:35  SLD      22 TSLA      @ $407.3000  comm=$0.11  pnl=$-34.67
  15:16:35  SLD      22 TSLA      @ $407.3100  comm=$0.11  pnl=$-34.45
  15:20:07  SLD     200 TSLA      @ $409.3700  comm=$1.04  pnl=$+0.00
  15:20:08  SLD      80 TSLA      @ $409.3100  comm=$0.42  pnl=$+0.00
  15:20:08  SLD      40 TSLA      @ $409.3100  comm=$0.21  pnl=$+0.00
  15:20:09  SLD     100 TSLA      @ $409.3600  comm=$0.52  pnl=$+0.00
  15:20:10  SLD      40 TSLA      @ $409.3600  comm=$0.21  pnl=$+0.00
  15:20:10  SLD      40 TSLA      @ $409.3600  comm=$0.21  pnl=$+0.00
  15:20:10  SLD      80 TSLA      @ $409.3600  comm=$0.42  pnl=$+0.00
  15:20:10  SLD      40 TSLA      @ $409.3600  comm=$0.21  pnl=$+0.00
  15:20:10  SLD      40 TSLA      @ $409.3600  comm=$0.21  pnl=$+0.00
  15:20:10  SLD      80 TSLA      @ $409.3600  comm=$0.42  pnl=$+0.00
  15:20:10  SLD      80 TSLA      @ $409.3600  comm=$0.42  pnl=$+0.00
  15:20:10  SLD      40 TSLA      @ $409.3600  comm=$0.21  pnl=$+0.00
  15:20:10  SLD      40 TSLA      @ $409.3600  comm=$0.21  pnl=$+0.00
  15:20:10  SLD      40 TSLA      @ $409.3600  comm=$0.21  pnl=$+0.00
  15:20:10  SLD      80 TSLA      @ $409.3600  comm=$0.42  pnl=$+0.00
  15:20:10  SLD     120 TSLA      @ $409.3600  comm=$0.62  pnl=$+0.00
  15:20:10  SLD      40 TSLA      @ $409.3600  comm=$0.21  pnl=$+0.00
  15:20:11  SLD      40 TSLA      @ $409.3600  comm=$0.21  pnl=$+0.00
  15:20:16  BOT      40 TSLA      @ $409.3500  comm=$1.00  pnl=$-0.94
  15:20:17  BOT     120 TSLA      @ $409.3500  comm=$0.00  pnl=$+0.18
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.00  pnl=$+0.06
  15:20:17  BOT     120 TSLA      @ $409.3500  comm=$0.60  pnl=$-0.42
  15:20:17  BOT     160 TSLA      @ $409.3500  comm=$0.80  pnl=$-0.56
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.20  pnl=$-0.14
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.20  pnl=$-0.14
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.20  pnl=$-0.14
  15:20:17  BOT     120 TSLA      @ $409.3500  comm=$0.60  pnl=$-0.42
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.20  pnl=$-0.14
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.20  pnl=$-0.14
  15:20:17  BOT      80 TSLA      @ $409.3500  comm=$0.40  pnl=$-0.28
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.20  pnl=$-0.14
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.20  pnl=$-0.14
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.20  pnl=$-0.14
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.20  pnl=$-0.14
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.20  pnl=$-0.14
  15:20:17  BOT      40 TSLA      @ $409.3500  comm=$0.20  pnl=$-0.14
  15:20:17  BOT      80 TSLA      @ $409.3500  comm=$0.40  pnl=$-0.28
  15:20:17  BOT      20 TSLA      @ $409.3500  comm=$0.10  pnl=$-0.07
  15:25:16  SLD      80 TSLA      @ $409.9000  comm=$1.02  pnl=$+0.00
  15:25:16  SLD      40 TSLA      @ $409.9000  comm=$0.01  pnl=$+0.00
  15:25:16  SLD     120 TSLA      @ $409.9500  comm=$0.22  pnl=$+0.00
  15:25:16  SLD      80 TSLA      @ $409.9500  comm=$0.42  pnl=$+0.00
  15:25:16  SLD     200 TSLA      @ $409.9500  comm=$1.04  pnl=$+0.00
  15:25:16  SLD      80 TSLA      @ $409.9500  comm=$0.42  pnl=$+0.00
  15:25:16  SLD      80 TSLA      @ $409.9500  comm=$0.42  pnl=$+0.00
  15:25:18  SLD      80 TSLA      @ $409.8200  comm=$0.42  pnl=$+0.00
  15:25:18  SLD      40 TSLA      @ $409.8300  comm=$0.21  pnl=$+0.00
  15:25:18  SLD     200 TSLA      @ $409.8300  comm=$1.04  pnl=$+0.00
  15:25:18  SLD      80 TSLA      @ $409.8200  comm=$0.42  pnl=$+0.00
  15:25:18  SLD     138 TSLA      @ $409.8300  comm=$0.72  pnl=$+0.00
  15:29:41  BOT      80 TSLA      @ $409.4000  comm=$1.00  pnl=$+37.84
  15:29:41  BOT      80 TSLA      @ $409.4000  comm=$0.00  pnl=$+38.84
  15:29:41  BOT      40 TSLA      @ $409.4000  comm=$0.00  pnl=$+19.42
  15:29:51  BOT      40 TSLA      @ $409.4000  comm=$0.20  pnl=$+19.22
  15:29:51  BOT      40 TSLA      @ $409.4000  comm=$0.20  pnl=$+19.22
  15:29:51  BOT     200 TSLA      @ $409.4000  comm=$1.00  pnl=$+96.11
  15:29:51  BOT     200 TSLA      @ $409.4000  comm=$1.00  pnl=$+96.11
  15:29:51  BOT      40 TSLA      @ $409.4000  comm=$0.20  pnl=$+19.22
  15:29:51  BOT     120 TSLA      @ $409.4000  comm=$0.60  pnl=$+57.67
  15:29:51  BOT      80 TSLA      @ $409.4000  comm=$0.40  pnl=$+38.44
  15:29:51  BOT      40 TSLA      @ $409.4000  comm=$0.20  pnl=$+19.22
  15:29:51  BOT      40 TSLA      @ $409.4000  comm=$0.20  pnl=$+19.22
  15:29:51  BOT      40 TSLA      @ $409.4000  comm=$0.20  pnl=$+19.22
  15:29:51  BOT      40 TSLA      @ $409.4000  comm=$0.20  pnl=$+19.22
  15:29:51  BOT      40 TSLA      @ $409.4000  comm=$0.20  pnl=$+19.22
  15:29:51  BOT      80 TSLA      @ $409.4000  comm=$0.40  pnl=$+38.44
  15:29:51  BOT      18 TSLA      @ $409.4000  comm=$0.09  pnl=$+8.65
  15:30:07  SLD     200 TSLA      @ $409.7800  comm=$1.04  pnl=$+0.00
  15:30:07  SLD     160 TSLA      @ $409.7700  comm=$0.83  pnl=$+0.00
  15:30:07  SLD      80 TSLA      @ $409.7700  comm=$0.42  pnl=$+0.00
  15:30:07  SLD      75 TSLA      @ $409.7700  comm=$0.39  pnl=$+0.00
  15:30:07  SLD      40 TSLA      @ $409.7700  comm=$0.21  pnl=$+0.00
  15:30:07  SLD      40 TSLA      @ $409.7700  comm=$0.21  pnl=$+0.00
  15:30:07  SLD     160 TSLA      @ $409.7700  comm=$0.83  pnl=$+0.00
  15:30:07  SLD       8 TSLA      @ $409.7700  comm=$0.04  pnl=$+0.00
  15:30:07  SLD      10 TSLA      @ $409.7700  comm=$0.05  pnl=$+0.00
  15:30:08  SLD      80 TSLA      @ $409.8100  comm=$0.42  pnl=$+0.00
  15:30:08  SLD      80 TSLA      @ $409.8100  comm=$0.42  pnl=$+0.00
  15:30:08  SLD     120 TSLA      @ $409.8100  comm=$0.62  pnl=$+0.00
  15:30:08  SLD      40 TSLA      @ $409.8100  comm=$0.21  pnl=$+0.00
  15:30:08  SLD      73 TSLA      @ $409.8100  comm=$0.38  pnl=$+0.00
  15:30:08  SLD      26 TSLA      @ $409.8100  comm=$0.14  pnl=$+0.00
  15:30:08  SLD      28 TSLA      @ $409.8300  comm=$0.15  pnl=$+0.00
  15:30:50  BOT      40 TSLA      @ $409.4100  comm=$1.00  pnl=$+13.86
  15:30:50  BOT      40 TSLA      @ $409.4100  comm=$0.00  pnl=$+14.86
  15:30:50  BOT      40 TSLA      @ $409.4100  comm=$0.00  pnl=$+14.86
  15:30:50  BOT      40 TSLA      @ $409.4100  comm=$0.00  pnl=$+14.86
  15:30:50  BOT      80 TSLA      @ $409.4100  comm=$0.20  pnl=$+29.52
  15:30:50  BOT      80 TSLA      @ $409.4100  comm=$0.40  pnl=$+29.32
  15:30:51  BOT      40 TSLA      @ $409.4100  comm=$0.20  pnl=$+14.66
  15:30:51  BOT      40 TSLA      @ $409.4100  comm=$0.20  pnl=$+14.66
  15:30:51  BOT      40 TSLA      @ $409.4100  comm=$0.20  pnl=$+14.66
  15:30:51  BOT      40 TSLA      @ $409.4100  comm=$0.20  pnl=$+14.66
  15:30:51  BOT      80 TSLA      @ $409.4100  comm=$0.40  pnl=$+29.32
  15:30:51  BOT      80 TSLA      @ $409.4100  comm=$0.40  pnl=$+29.32
  15:31:00  BOT      80 TSLA      @ $409.4100  comm=$0.40  pnl=$+29.32
  15:31:00  BOT      40 TSLA      @ $409.4100  comm=$0.20  pnl=$+14.66
  15:31:00  BOT      40 TSLA      @ $409.4100  comm=$0.20  pnl=$+14.66
  15:32:15  BOT      40 TSLA      @ $409.4100  comm=$0.20  pnl=$+14.66
  15:32:15  BOT      40 TSLA      @ $409.4100  comm=$0.20  pnl=$+14.66
  15:32:15  BOT      80 TSLA      @ $409.4100  comm=$0.40  pnl=$+29.32
  15:32:16  BOT      60 TSLA      @ $409.4100  comm=$0.30  pnl=$+21.99
  15:32:24  BOT      80 TSLA      @ $409.4100  comm=$0.40  pnl=$+29.32
  15:32:24  BOT      40 TSLA      @ $409.4100  comm=$0.20  pnl=$+14.66
  15:32:24  BOT      40 TSLA      @ $409.4100  comm=$0.20  pnl=$+14.66
  15:32:24  BOT      40 TSLA      @ $409.4100  comm=$0.20  pnl=$+14.66
  15:34:09  SLD     800 TQQQ      @ $49.2000  comm=$4.16  pnl=$+800.16
  15:34:09  SLD    1600 TQQQ      @ $49.2000  comm=$8.31  pnl=$+1,600.32
  15:35:06  SLD     500 TSLA      @ $409.9900  comm=$2.60  pnl=$+0.00
  15:35:06  SLD     160 TSLA      @ $409.9900  comm=$0.83  pnl=$+0.00
  15:35:06  SLD      80 TSLA      @ $409.9700  comm=$0.42  pnl=$+0.00
  15:35:06  SLD      80 TSLA      @ $409.9700  comm=$0.42  pnl=$+0.00
  15:35:06  SLD     160 TSLA      @ $409.9700  comm=$0.83  pnl=$+0.00
  15:35:07  SLD      80 TSLA      @ $410.1100  comm=$0.42  pnl=$+0.00
  15:35:07  SLD      40 TSLA      @ $410.1100  comm=$0.21  pnl=$+0.00
  15:35:07  SLD      40 TSLA      @ $410.1100  comm=$0.21  pnl=$+0.00
  15:35:07  SLD      43 TSLA      @ $410.1100  comm=$0.22  pnl=$+0.00
  15:35:07  SLD      36 TSLA      @ $410.1100  comm=$0.19  pnl=$+0.00
  15:36:43  BOT     160 TSLA      @ $411.0400  comm=$1.00  pnl=$-166.91
  15:36:43  BOT      40 TSLA      @ $411.0500  comm=$0.00  pnl=$-41.88
  15:36:43  BOT      40 TSLA      @ $411.0500  comm=$0.20  pnl=$-42.08
  15:36:43  BOT      40 TSLA      @ $411.0500  comm=$0.20  pnl=$-42.08
  15:36:43  BOT      80 TSLA      @ $411.0500  comm=$0.40  pnl=$-84.15
  15:36:43  BOT      16 TSLA      @ $411.0500  comm=$0.08  pnl=$-16.83
  15:36:43  BOT      80 TSLA      @ $411.0500  comm=$0.40  pnl=$-84.15
  15:36:43  BOT      40 TSLA      @ $411.0500  comm=$0.20  pnl=$-42.08
  15:36:43  BOT      40 TSLA      @ $411.0500  comm=$0.20  pnl=$-42.08
  15:36:43  BOT      40 TSLA      @ $411.0500  comm=$0.20  pnl=$-42.08
  15:36:43  BOT      40 TSLA      @ $411.0500  comm=$0.20  pnl=$-42.08
  15:36:43  BOT      40 TSLA      @ $411.0500  comm=$0.20  pnl=$-42.08
  15:36:44  BOT      80 TSLA      @ $411.0100  comm=$0.40  pnl=$-80.95
  15:36:44  BOT      40 TSLA      @ $411.0100  comm=$0.20  pnl=$-40.48
  15:36:44  BOT      40 TSLA      @ $411.0100  comm=$0.20  pnl=$-40.48
  15:36:44  BOT      40 TSLA      @ $411.0100  comm=$0.20  pnl=$-40.48
  15:36:44  BOT      80 TSLA      @ $411.0100  comm=$0.40  pnl=$-80.95
  15:36:44  BOT      80 TSLA      @ $411.0200  comm=$0.40  pnl=$-81.75
  15:36:44  BOT      40 TSLA      @ $411.0200  comm=$0.20  pnl=$-40.88
  15:36:44  BOT      40 TSLA      @ $411.0200  comm=$0.20  pnl=$-40.88
  15:36:44  BOT      40 TSLA      @ $411.0200  comm=$0.20  pnl=$-40.88
  15:36:44  BOT      63 TSLA      @ $411.0200  comm=$0.32  pnl=$-64.38
  15:36:44  BOT      20 TSLA      @ $411.0200  comm=$0.10  pnl=$-20.44
  15:40:06  SLD     100 TSLA      @ $411.4100  comm=$1.02  pnl=$+0.00
  15:40:06  SLD      80 TSLA      @ $411.4100  comm=$0.02  pnl=$+0.00
  15:40:06  SLD      80 TSLA      @ $411.4100  comm=$0.32  pnl=$+0.00
  15:40:06  SLD      80 TSLA      @ $411.4100  comm=$0.42  pnl=$+0.00
  15:40:06  SLD      80 TSLA      @ $411.4100  comm=$0.42  pnl=$+0.00
  15:40:06  SLD      40 TSLA      @ $411.4100  comm=$0.21  pnl=$+0.00
  15:40:08  SLD     280 TSLA      @ $411.4100  comm=$1.45  pnl=$+0.00
  15:40:08  SLD     280 TSLA      @ $411.4000  comm=$1.45  pnl=$+0.00
  15:40:08  SLD     100 TSLA      @ $411.4200  comm=$0.52  pnl=$+0.00
